freq            ,ref_ind         ,kappa           ,alpha           ,epsilon_r       ,epsilon_i       ,ref_ind_S       ,kappa_S         ,alpha_S         ,alpha_max       ,epsilonS_r      ,epsilonS_i      ,delta_N         ,delta_A         ,H_measure_r     ,H_measure_i     ,H_calc_r        ,H_calc_i        ,T_measure       ,T_calc          ,thickness       ,allThicknesses  ,QSnValue        ,QSkValue        ,Num_Thickness   ,N_std           ,delta_K         ,delta_Eps_1     ,delta_Eps_2     ,
+2.97997069e+011,+3.13196379e+000,+3.79685189e-003,+4.73940975e-001,+9.80918276e+000,+2.37832052e-002,+3.13196379e+000,+3.79685189e-003,+4.74269077e-001,+2.84356383e+001,+9.80918276e+000,+2.37832052e-002,+8.20405315e-004,+1.02628532e-001,-7.50578916e-002,+8.51137010e-001,-7.50578915e-002,+8.51137011e-001,+8.54440108e-001,+8.54440108e-001,+2.71700000e-003,+2.71700000e-003,+1.00000000e+000,+1.00000000e+000,+1.34000000e+002,+2.00000000e+000,+8.21612357e-004,+5.14519856e-003,+5.15275021e-003
+3.02882267e+011,+3.12857154e+000,+2.25449302e-003,+2.86029845e-001,+9.78795480e+000,+1.41066854e-002,+3.12857154e+000,+2.25449302e-003,+2.86227860e-001,+2.87453102e+001,+9.78795480e+000,+1.41066854e-002,+7.99070518e-004,+1.03538962e-001,+5.73360918e-001,+5.31564514e-001,+5.73360917e-001,+5.31564514e-001,+7.81859050e-001,+7.81859050e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+8.15531611e-004,+5.00357578e-003,+5.10650098e-003
+3.07767465e+011,+3.13872335e+000,+1.06803803e-002,+1.37688615e+000,+9.85147023e+000,+6.70455181e-002,+3.13872335e+000,+1.06803803e-002,+1.37783935e+000,+2.82190016e+001,+9.85147023e+000,+6.70455181e-002,+1.06820472e-003,+5.53890906e-002,+5.02984564e-001,+1.19123894e-001,+5.02984564e-001,+1.19123894e-001,+5.16898417e-001,+5.16898417e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+4.29350889e-004,+6.71476946e-003,+2.71804499e-003
+3.12652662e+011,+3.12947726e+000,+4.22346004e-004,+5.53119704e-002,+9.79362776e+000,+2.64344443e-003,+3.12947726e+000,+4.22346004e-004,+5.53502621e-002,+2.75518041e+001,+9.79362776e+000,+2.64344443e-003,+1.00149000e-003,+7.45872800e-002,+6.84816626e-001,+3.99435351e-002,+6.84816626e-001,+3.99435352e-002,+6.85980537e-001,+6.85980537e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+5.69132619e-004,+6.26876111e-003,+3.56302113e-003
+3.17537860e+011,+3.13036867e+000,+4.19494306e-003,+5.57969158e-001,+9.79919042e+000,+2.62634367e-002,+3.13036867e+000,+4.19494306e-003,+5.58355432e-001,+2.78251389e+001,+9.79919042e+000,+2.62634367e-002,+8.35028162e-004,+1.08246989e-001,+5.77604598e-001,-6.50595743e-001,+5.77604598e-001,-6.50595742e-001,+8.70001087e-001,+8.70001087e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+8.13263254e-004,+5.23471518e-003,+5.09863342e-003
+3.22423058e+011,+3.13042219e+000,-6.06529826e-004,-8.19156467e-002,+9.79954273e+000,-3.79738885e-003,+3.13042219e+000,-6.06529826e-004,-8.19723557e-002,+2.83280489e+001,+9.79954273e+000,-3.79738885e-003,+8.48754803e-004,+1.01356504e-001,-6.03204239e-002,-6.57921387e-001,-6.03204238e-002,-6.57921387e-001,+6.60680789e-001,+6.60680789e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+7.49957011e-004,+5.31301200e-003,+4.69433455e-003
+3.27308256e+011,+3.12747226e+000,+6.48453384e-003,+8.89046200e-001,+9.78104069e+000,+4.05603994e-002,+3.12747226e+000,+6.48453384e-003,+8.89661674e-001,+2.86485154e+001,+9.78104069e+000,+4.05603994e-002,+1.02929636e-003,+7.17308135e-002,-1.74128241e-001,-5.17110575e-001,-1.74128241e-001,-5.17110575e-001,+5.45640900e-001,+5.45640900e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+5.22828959e-004,+6.44497223e-003,+3.28361515e-003
+3.32193454e+011,+3.13160640e+000,+4.18347089e-003,+5.82125241e-001,+9.80694112e+000,+2.62019684e-002,+3.13160640e+000,+4.18347089e-003,+5.82528238e-001,+2.81793481e+001,+9.80694112e+000,+2.62019684e-002,+8.43224005e-004,+1.12629486e-001,-5.85301192e-001,-5.17403677e-001,-5.85301192e-001,-5.17403677e-001,+7.81206792e-001,+7.81206792e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+8.08857229e-004,+5.28805904e-003,+5.07310015e-003
+3.37078652e+011,+3.12947573e+000,+2.97651246e-003,+4.20269199e-001,+9.79360950e+000,+1.86298470e-002,+3.12947573e+000,+2.97651246e-003,+4.20560145e-001,+2.73615940e+001,+9.79360950e+000,+1.86298470e-002,+8.86160710e-004,+1.07397705e-001,-8.10198651e-001,+1.74632333e-001,-8.10198652e-001,+1.74632333e-001,+8.28805349e-001,+8.28805349e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+7.60106757e-004,+5.55096181e-003,+4.76274664e-003
+3.41963850e+011,+3.13744745e+000,+7.12234436e-003,+1.02021516e+000,+9.84352576e+000,+4.46919623e-002,+3.13744745e+000,+7.12234436e-003,+1.02092144e+000,+2.77538907e+001,+9.84352576e+000,+4.46919623e-002,+8.49340163e-004,+1.20610903e-001,-3.65658450e-001,+3.93837337e-001,-3.65658450e-001,+3.93837337e-001,+5.37414133e-001,+5.37414133e-001,                ,+2.71700000e-003,                ,                ,                ,                ,+8.41428485e-004,+5.34150614e-003,+5.29197389e-003
